gene	chromosome	start	end
SNORD115-6	15	25425644	25425725
SNORD115-8	15	25429453	25429534
SNORD115-9	15	25430778	25430859
SNORD115-10	15	25432683	25432763
SNORD115-11	15	25434561	25434642
SNORD115-12	15	25436563	25436644
SNORD115-14	15	25440068	25440148
SNORD115-15	15	25442723	25442803
SNORD115-16	15	25444595	25444676
SNORD115-17	15	25446470	25446551
SNORD115-18	15	25448374	25448455
SNORD115-19	15	25449504	25449585
SNORD115-20	15	25451409	25451490
SNORD115-21	15	25453230	25453310
SNORD115-22	15	25455065	25455146
SNORD115-23	15	25456943	25457024
SNORD115-24	15	25458795	25458876
SNORD115-25	15	25460688	25460769
SNORD115-27	15	25465644	25465725
SNORD115-28	15	25467495	25467575
SNORD115-29	15	25468393	25468474
SNORD115-30	15	25470350	25470431
SNORD115-31	15	25472256	25472337
SNORD115-32	15	25474114	25474195
SNORD115-33	15	25475985	25476066
SNORD115-34	15	25477534	25477615
SNORD115-35	15	25479394	25479475
SNORD115-36	15	25481232	25481313
SNORD115-37	15	25483133	25483214
SNORD115-38	15	25484985	25485066
SNORD115-39	15	25486893	25486974
SNORD115-40	15	25488761	25488842
SNORD115-41	15	25490625	25490706
SNORD115-42	15	25492492	25492573
SNORD115-43	15	25494345	25494426
SNORD115-44	15	25496006	25496087
SNORD115-45	15	25509657	25509737
SNORD115-47	15	25513613	25513698
SNORD115-48	15	25514930	25515005
SNORD109B	15	25523490	25523556
UBE3A	15	25582381	25684128
LINC02250	15	25729978	25823938
ATP10A	15	25922420	26110317
RNA5SP390	15	25983655	25983767
MIR4715	15	26093894	26093972
LINC02346	15	26147507	26298267
LINC00929	15	26360960	26378184
LINC02248	15	26640219	26691921
GABRB3	15	26788693	27184686
GABRA5	15	27111510	27194354
TVP23BP1	15	27210064	27215532
GABRG3	15	27216429	27778373
GABRG3-AS1	15	27402762	27406466
RNA5SP391	15	27525465	27525583
SERPINE4P	15	27585671	27585951
OCA2	15	28000021	28344504
RPL5P32	15	28140850	28141728
HERC2	15	28356186	28567298
RPL41P2	15	28560798	28561102
HERC2P1	15	28577383	28581755
GOLGA8F	15	28623767	28637170
RN7SL238P	15	28632351	28632629
ABCB10P3	15	28648014	28650179
MIR4509-2	15	28671637	28671730
MIR4509-3	15	28735898	28735991
ABCB10P4	15	28751771	28753954
GOLGA8G	15	28764757	28778160
HERC2P11	15	28820165	28824546
HERC2P9	15	28834638	28930410
GOLGA8M	15	28947100	28983530
RN7SL719P	15	28948669	28948947
WHAMMP2	15	28982729	29002537
PDCD6IPP2	15	29034810	29101361
GOLGA6L7	15	29087381	29093821
APBA2	15	29129629	29410518
FAM189A1	15	29412457	29862927
NSMCE3	15	29560353	29562033
TUBBP8	15	29904774	29906478
TJP1	15	29991571	30261068
HMGN2P5	15	30022917	30023189
NCAPGP2	15	30297408	30298633
SYNGR2P1	15	30336658	30337499
GOLGA8J	15	30375158	30385702
RN7SL673P	15	30383854	30384132
DNM1P28	15	30391029	30394296
ULK4P3	15	30395923	30423960
GOLGA8T	15	30427352	30437770
RN7SL469P	15	30435925	30436203
DNM1P30	15	30443075	30445612
LINC02249	15	30488239	30506743
RNU6-17P	15	30546605	30546711
CHRFAM7A	15	30653443	30686052
GOLGA8R	15	30695943	30706463
RN7SL196P	15	30697514	30697792
GOLGA8Q	15	30844183	30854704
RN7SL796P	15	30852855	30853133
DNM1P50	15	30860025	30863292
ULK4P2	15	30864941	30892918
GOLGA8H	15	30896329	30906764
RN7SL628P	15	30904916	30905194
ARHGAP11B	15	30916697	31065196
GOLGA8UP	15	31083776	31094062
RN7SL82P	15	31092352	31092630
HERC2P10	15	31107474	31136356
FAN1	15	31196055	31235311
MTMR10	15	31231144	31283810
RNU6-466P	15	31248451	31248553
TRPM1	15	31293264	31453476
MIR211	15	31357235	31357344
LINC02352	15	31508223	31516648
KLF13	15	31619058	31727868
UBE2CP4	15	31712331	31712865
OTUD7A	15	31775329	32162992
DEPDC1P1	15	32057946	32060404
CHRNA7	15	32322691	32464722
RNU6-18P	15	32576353	32576459
DNM1P31	15	32677138	32679685
GOLGA8K	15	32684983	32695396
RN7SL185P	15	32686547	32686825
ULK4P1	15	32698798	32727193
DNM1P32	15	32728704	32731968
GOLGA8O	15	32737307	32747835
RN7SL539P	15	32738879	32739157
LINC02256	15	32828248	32879814
GOLGA8N	15	32885657	32896179
RN7SL286P	15	32894330	32894608
ARHGAP11A	15	32907345	32932150
SCG5	15	32933877	32989299
SCG5-AS1	15	32948285	32965266
GREM1	15	33010175	33026870
FMN1	15	33057747	33486897
HNRNPA1P71	15	33304320	33305269
TMCO5B	15	33527753	33539822
RYR3-DT	15	33595858	33602860
RYR3	15	33603163	34158303
AVEN	15	34158428	34331377
CHRM5	15	34260921	34357291
EMC7	15	34376218	34394149
RPL32P2	15	34378112	34378515
PGBD4	15	34394274	34396591
KATNBL1	15	34432875	34502297
EMC4	15	34517200	34522357
SLC12A6	15	34525460	34630261
NOP10	15	34633917	34635378
NUTM1	15	34635516	34649938
LPCAT4	15	34651106	34659479
ACTG1P15	15	34665742	34666804
GOLGA8A	15	34671269	34880704
MIR1233-1	15	34674270	34674351
HNRNPLP2	15	34781203	34782772
FSCN1P1	15	34786621	34788101
GOLGA8B	15	34817408	34880704
MIR1233-2	15	34820491	34820572
LINC02252	15	34943336	34947965
GJD2	15	35043233	35047166
ACTC1	15	35080297	35088340
TUBAP11	15	35141338	35142596
AQR	15	35147732	35262040
ZNF770	15	35270542	35280488
NANOGP8	15	35376394	35377311
PRELID1P4	15	35413774	35414285
ANP32AP1	15	35474000	35530398
DPH6	15	35509546	35838394
NUTF2P6	15	35574797	35575181
RBM17P4	15	35590450	35591641
MIR3942	15	35664457	35664565
HNRNPA1P45	15	35692892	35693969
DPH6-DT	15	35838396	36151202
MIR4510	15	36219057	36219124
LINC02853	15	36338283	36341730
COX6CP4	15	36864186	36864413
CDIN1	15	36871812	37102449
LARP4P	15	36909290	36911466
TPST2P1	15	36918875	36919976
CSNK1A1P1	15	37090797	37110660
MEIS2	15	37181406	37393504
TMCO5A	15	38214140	38259925
LINC02345	15	38276967	38354541
LINC01852	15	38361682	38365160
SPRED1	15	38544527	38649450
FAM98B	15	38746328	38779911
RASGRP1	15	38780304	38857776
LINC02694	15	38988799	38992239
LINC02915	15	39542885	39547046
THBS1	15	39873280	39891667
FSIP1	15	39892232	40075031
GPR176	15	40091233	40213093
GPR176-DT	15	40213243	40218081
EIF2AK4	15	40226347	40327797
H3P38	15	40243576	40243909
SRP14	15	40327940	40331389
SRP14-DT	15	40331512	40359491
BMF	15	40380091	40401093
BMF-AS1	15	40381033	40381587
BUB1B	15	40453224	40513337
PAK6	15	40509629	40569688
BUB1B-PAK6	15	40509629	40568597
PAK6-AS1	15	40542865	40545170
PLCB2	15	40570377	40600136
ANKRD63	15	40573645	40574787
PLCB2-AS1	15	40592871	40594021
INAFM2	15	40617417	40618916
CCDC9B	15	40623653	40633168
RNA5SP392	15	40623738	40623849
PHGR1	15	40643234	40648635
DISP2	15	40650436	40663257
KNSTRN	15	40674922	40686447
IVD	15	40697686	40728146
BAHD1	15	40731920	40760441
CHST14	15	40763160	40765353
CCDC32	15	40820882	40857256
RNU6-516P	15	40821769	40821872
RPUSD2	15	40861499	40866659
KNL1	15	40886218	40956540
RN7SL376P	15	40907865	40908126
RAD51-AS1	15	40978922	40987305
RAD51	15	40986972	41024354
RMDN3	15	41028082	41048049
SUMO2P15	15	41052795	41053072
GCHFR	15	41056218	41059906
DNAJC17	15	41060067	41099675
C15orf62	15	41062159	41064643
ZFYVE19	15	41099284	41106767
PPP1R14D	15	41107650	41120907
SPINT1-AS1	15	41128006	41136585
SPINT1	15	41136216	41150405
RHOV	15	41164412	41166487
VPS18	15	41186628	41196173
DLL4	15	41221538	41231237
ISCA1P4	15	41240934	41241067
CHAC1	15	41245160	41248710
INO80	15	41271078	41408552
INO80-AS1	15	41309005	41320091
CYCSP2	15	41401076	41401376
CIBAR1P1	15	41455360	41456572
EXD1	15	41474923	41522941
RN7SL497P	15	41484165	41484463
CHP1	15	41523037	41574043
OIP5-AS1	15	41576188	41601901
OIP5	15	41601466	41624819
NUSAP1	15	41624892	41673248
NDUFAF1	15	41679551	41694717
RTF1	15	41700606	41775761
RNU6-1169P	15	41740940	41741042
ITPKA	15	41785591	41795747
LTK	15	41795836	41806085
RPAP1	15	41809374	41836467
ELOCP2	15	41849225	41849633
TYRO3	15	41849873	41871536
MGA	15	41913422	42062141
MIR626	15	41983783	41983876
MAPKBP1	15	42066632	42120053
JMJD7	15	42120283	42129779
PLA2G4B	15	42120283	42140345
JMJD7-PLA2G4B	15	42120293	42140353
SPTBN5	15	42140345	42186275
RNA5SP393	15	42144111	42144227
MIR4310	15	42158693	42158749
EHD4	15	42190950	42264776
EHD4-AS1	15	42213615	42221081
PLA2G4E-AS1	15	42264961	42291292
PLA2G4E	15	42273780	42343388
PLA2G4D	15	42359207	42386752
PLA2G4F	15	42433332	42448839
VPS39	15	42450899	42500514
MIR627	15	42491768	42491864
VPS39-DT	15	42500611	42519188
TMEM87A	15	42502730	42565861
GANC	15	42565431	42645864
BNIP3P5	15	42605885	42606584
CAPN3	15	42640301	42704516
ZNF106	15	42705021	42783321
RNU6-188P	15	42719789	42719895
SNAP23	15	42783431	42837547
LRRC57	15	42834720	42841000
HAUS2	15	42841008	42862192
MYL12BP1	15	42864125	42864631
STARD9	15	42867857	43013179
EIF4EBP2P2	15	42873354	42873686
CDAN1	15	43015757	43029324
TTBK2	15	43030932	43213007
KRT8P50	15	43093166	43094603
FDPSP4	15	43231508	43232556
UBR1	15	43235095	43398311
EPB42	15	43398423	43513481
RPS3AP47	15	43407897	43408691
TMEM62	15	43415477	43477344
SPCS2P1	15	43423206	43423884
CCNDBP1	15	43477316	43487396
TGM5	15	43524793	43559055
ATP5PDP1	15	43560102	43560586
TGM7	15	43568478	43594453
LCMT2	15	43619974	43622803
ADAL	15	43622872	43646096
ZSCAN29	15	43650370	43663223
TUBGCP4	15	43661419	43699293
RN7SL487P	15	43683633	43683925
TP53BP1	15	43699407	43802926
MAP1A	15	43803156	43823818
PPIP5K1	15	43825660	43882430
CKMT1B	15	43885252	43897099
STRC	15	43891596	44010458
RNU6-554P	15	43894741	43894846
CATSPER2	15	43920701	43960316
RNU6-610P	15	43929830	43929936
PDIA3P2	15	43941321	43941478
CKMT1A	15	43985084	43991420
STRCP1	15	43991686	44010382
RNU6-353P	15	43994561	43994668
CATSPER2P1	15	44019116	44039292
RNU6-354P	15	44026377	44026483
PDIA3	15	44038590	44065477
ELL3	15	44064798	44069741
SERF2	15	44069285	44094787
MIR1282	15	44085857	44085957
SERINC4	15	44086360	44092419
HYPK	15	44088340	44095241
MFAP1	15	44096690	44117000
WDR76	15	44119161	44160617
FRMD5	15	44162962	44487450
PIN4P1	15	44168047	44168442
ACTBP7	15	44281259	44282382
GAPDHP55	15	44355709	44356511
GOLM2	15	44580927	44707956
GAPDHP43	15	44646889	44647890
CTDSPL2	15	44719432	44821236
HNRNPMP1	15	44739775	44741542
EIF3J-DT	15	44819455	44829121
EIF3J	15	44829255	44855227
SPG11	15	44854894	44955876
PATL2	15	44957930	45003514
B2M	15	45003675	45011075
TRIM69	15	45021186	45060027
SORD2P	15	45118569	45176892
RNU1-119P	15	45176814	45176978
RNU6-1108P	15	45219798	45219901
TERB2	15	45248900	45271427
RNU6-1332P	15	45255028	45255131
RNU6-966P	15	45265756	45265859
RNU1-78P	15	45295062	45295226
SORD	15	45315302	45369383
DUOX2	15	45384848	45406542
DUOXA2	15	45406519	45410619
DUOXA1	15	45409569	45422136
DUOX1	15	45422131	45457774
SHF	15	45459412	45493373
H3P39	15	45507745	45508141
SLC28A2	15	45544428	45568149
RNU6-953P	15	45646977	45647083
GATM	15	45653322	45694525
SPATA5L1	15	45694529	45713617
C15orf48	15	45722727	45740959
MIR147B	15	45725248	45725327
SLC30A4	15	45771809	45815005
HMGN2P46	15	45803334	45878488
SNORA41B	15	45829448	45829575
DPPA5P2	15	45858974	45859272
BLOC1S6	15	45879321	45908197
SQOR	15	45923346	45983492
MTND5P40	15	46633552	46633797
RNU6-1014P	15	46952856	46952958
RN7SKP101	15	47012391	47012710
SEMA6D	15	47476298	48066420
RN7SKP139	15	47564794	47565086
LINC01491	15	48095581	48138433
SLC24A5	15	48413169	48434869
MYEF2	15	48431625	48470714
CTXN2	15	48483736	48495953
SLC12A1	15	48483861	48596275
DUT	15	48623208	48635570
FBN1	15	48700503	48938046
CEP152	15	49005125	49103343
SHC4	15	49115932	49255641
EID1	15	49170083	49172380
KRT8P24	15	49264000	49265558
SECISBP2L	15	49280673	49338760
RN7SL577P	15	49334540	49334840
COPS2	15	49398268	49447858
GALK2	15	49447853	49660066
NDUFAF4P1	15	49448526	49449044
MIR4716	15	49461267	49461350
RN7SL307P	15	49491099	49491391
FAM227B	15	49619159	49913128
FGF7	15	49715293	49780972
DTWD1	15	49913177	49937333
ATP8B4	15	50150435	50475014
RNA5SP394	15	50274640	50274758
SLC27A2	15	50474393	50528592
HDC	15	50534144	50558223
RN7SL494P	15	50536828	50537128
GABPB1	15	50569389	50647605
RNU6-94P	15	50639620	50639726
GABPB1-AS1	15	50647525	50659636
MIR4712	15	50652526	50652607
AHCYP7	15	50709582	50710889
USP8	15	50716577	50793280
RNA5SP395	15	50755578	50755695
USP50	15	50792759	50838905
TRPM7	15	50844670	50979012
RN7SL354P	15	50981097	50981388
SPPL2A	15	50999506	51058005
RPL32P30	15	51090867	51091148
AP4E1	15	51200869	51298097
DCAF13P3	15	51236860	51238193
MIR4713HG	15	51329685	51586109
TNFAIP8L3	15	51348795	51397473
CYP19A1	15	51500254	51630807
MIR4713	15	51534387	51534461
GLDN	15	51633826	51700210
DMXL2	15	51739908	51915030
SCG3	15	51973550	52013223
LYSMD2	15	52015208	52043782
TMOD2	15	52043758	52108565
TMOD3	15	52121825	52239492
RNU6-90P	15	52199397	52199502
LEO1	15	52230222	52264003
MAPK6	15	52244303	52358462
MAPK6-DT	15	52303196	52311292
BCL2L10	15	52401460	52404972
GNB5	15	52413117	52483566
CERNA1	15	52472290	52498071
MYO5C	15	52484519	52587995
MIR1266	15	52569314	52569397
MYO5A	15	52599480	52821247
EEF1B2P1	15	52797386	52798060
ARPP19	15	52839242	52862080
FAM214A	15	52873514	53002014
ONECUT1	15	53049637	53083273
RPSAP55	15	53177792	53178667
EEF1A1P22	15	53229336	53230715
LINC02490	15	53408562	53421895
WDR72	15	53805938	54055075
RNU2-53P	15	53944174	53944320
RNU6-449P	15	54056401	54056507
UNC13C	15	54305101	54920806
HNRNPA1P74	15	54612929	54613763
RSL24D1	15	55473004	55489265
RAB27A	15	55495164	55611311
PIGBOS1	15	55609382	55611359
PIGB	15	55611158	55647846
CCPG1	15	55632230	55700708
DNAAF4-CCPG1	15	55647446	55790558
MIR628	15	55665138	55665232
C15orf65	15	55700746	55710962
DNAAF4	15	55702723	55800432
PYGO1	15	55831088	55881145
PRTG	15	55903744	56035288
NEDD4	15	56119120	56285944
CNOT6LP1	15	56297911	56299374
RN7SL568P	15	56321886	56322179
CD24P2	15	56363619	56363837
RFX7	15	56379478	56535483
TEX9	15	56536207	56738195
RNU6-1287P	15	56566728	56566834
HMGB1P33	15	56615391	56615917
MNS1	15	56713742	56757335
ZNF280D	15	56922379	57210769
TCF12	15	57210821	57591479
HNRNPA3P11	15	57539158	57540091
SNORD13D	15	57570768	57570871
LINC00926	15	57592563	57599959
LINC01413	15	57611336	57616106
NDUFB10P1	15	57617670	57618645
CGNL1	15	57668165	57842925
RNU6-844P	15	57697272	57697373
GCOM1	15	57884106	58006943
MYZAP	15	57884139	57977562
POLR2M	15	57884231	58074960
ALDH1A2	15	58245622	58790065
AQP9	15	58430368	58478110
MTCO3P23	15	58442474	58442762
MTND3P12	15	58442834	58443161
MTND5P32	15	58444805	58446606
MTCYBP23	15	58447159	58448260
LIPC	15	58702768	58861151
LIPC-AS1	15	58727089	58790934
ADAM10	15	58887403	59042177
HMGB1P51	15	58964495	58965132
RN7SKP95	15	58996051	58996353
SNORD3P1	15	59052666	59052880
MINDY2	15	59063391	59154099
ZNF444P1	15	59157205	59157502
RNF111	15	59157374	59389618
SLTM	15	59171244	59225852
CCNB2	15	59397277	59417244
MYO1E	15	59427113	59665099
MIR2116	15	59463382	59463461
LDHAL6B	15	59499042	59500705
RNU4-80P	15	59504847	59504987
RNU6-212P	15	59633513	59633616
FAM81A	15	59664892	59815748
NSA2P4	15	59693420	59694203
RNA5SP396	15	59866302	59866421
GCNT3	15	59887074	59932438
GTF2A2	15	59930261	59949740
BNIP2	15	59951345	59981733
PIGHP1	15	59968956	59969520
RPS3AP6	15	60060543	60061347
NMNAT1P5	15	60257141	60258283
FOXB1	15	60296421	60353929
MESTP2	15	60345403	60346291
ANXA2	15	60639333	60695082
ICE2	15	60711808	60771359
RORA-AS1	15	60771377	60922836
RORA	15	60780483	61521518
CYCSP38	15	60850279	60850600
RORA-AS2	15	60973768	60979087
RNA5SP397	15	61028968	61029085
LINC02349	15	62022049	62023588
VPS13C	15	62144588	62352672
C2CD4A	15	62359176	62363116
NPM1P47	15	62374649	62375504
C2CD4B	15	62455734	62457482
GOLGA2P11	15	62545929	62562879
HMGN1P26	15	62654228	62654530
TLN2	15	62682725	63136830
MIR190A	15	63116156	63116240
TPM1	15	63334831	63364114
TPM1-AS	15	63338233	63341586
LACTB	15	63413999	63434260
RPS27L	15	63418071	63450220
RAB8B	15	63481668	63559981
APH1B	15	63568217	63601325
CA12	15	63613577	63674360
LINC02568	15	63682335	63729347
USP3	15	63796793	63886839
USP3-AS1	15	63836446	63893788
FBXL22	15	63889552	63894627
HERC1	15	63900817	64126141
MIR422A	15	64163129	64163218
DAPK2	15	64199235	64364232
CIAO2A	15	64364758	64386217
SNX1	15	64386322	64438289
SNX22	15	64443914	64449680
PPIB	15	64448011	64455404
CSNK1G1	15	64457716	64648442
PCLAF	15	64657193	64679886
TRIP4	15	64679947	64747502
ZNF609	15	64752941	64978264
GAPDHP61	15	64820866	64821870
RNU6-549P	15	64963462	64963568
OAZ2	15	64979772	64995480
RBPMS2	15	65032091	65067786
MIR1272	15	65054586	65054714
PIF1	15	65107831	65117867
PLEKHO2	15	65134088	65160206
ANKDD1A	15	65204101	65251042
SPG21	15	65255362	65282648
MTFMT	15	65294845	65321977
SLC51B	15	65337708	65345734
RASL12	15	65345679	65369028
KBTBD13	15	65369154	65372276
UBAP1L	15	65385338	65407535
PDCD7	15	65409717	65426174
CLPX	15	65440557	65477680
CILP	15	65488337	65503826
RNU6-686P	15	65522199	65522305
PARP16	15	65526798	65592956
SNORA24B	15	65577799	65577929
RNU5A-1	15	65588389	65588504
RNU5B-1	15	65597015	65597130
IGDCC3	15	65619465	65670378
IGDCC4	15	65673802	65715410
DPP8	15	65734801	65810042
HACD3	15	65822756	65870687
RNU6-19P	15	65845419	65845525
INTS14	15	65871091	65903627
SLC24A1	15	65903704	65953333
DENND4A	15	65950384	66084631
SNORD13E	15	65989171	65989274
MIR4511	15	66011584	66011670
RAB11A	15	66018392	66184329
HNRNPA1P44	15	66108640	66109819
MEGF11	15	66187417	66546085
MIR4311	15	66332571	66332670
DIS3L-AS1	15	66570836	66585695
DIS3L	15	66585555	66626236
TIPIN	15	66628544	66679084
SCARNA14	15	66639545	66639680
RPL9P25	15	66671675	66672253
MAP2K1	15	66679155	66784650
ATP5MFP6	15	66707271	66707536
RPL35AP32	15	66738793	66739115
SNAPC5	15	66782473	66790151
MIR4512	15	66789296	66789372
RPL4	15	66790355	66816870
SNORD18C	15	66793588	66793656
SNORD18B	15	66794358	66794429
SNORD16	15	66795150	66795248
SNORD18A	15	66795581	66795652
ZWILCH	15	66797297	66842115
LCTL	15	66839517	66858317
LINC01169	15	66874528	66978132
SMAD6	15	66994566	67074338
LINC02206	15	67223885	67248856
HMGN2P47	15	67293115	67293519
SMAD3	15	67356101	67487533
AAGAB	15	67493371	67547533
RPS24P16	15	67524784	67525175
IQCH	15	67547138	67794598
IQCH-AS1	15	67695957	67814182
C15orf61	15	67813406	67819628
MAP2K5-DT	15	67833410	67834942
MAP2K5	15	67835047	68099461
HNRNPA1P5	15	67920190	67921473
SKOR1	15	68112042	68126899
RNU6-1	15	68132277	68132383
PIAS1	15	68346517	68483096
CALML4	15	68483043	68498417
CLN6	15	68499330	68549549
HMGN2P40	15	68546887	68547277
FEM1B	15	68570141	68588203
ITGA11	15	68594050	68724501
CORO2B	15	68871308	69020145
CARS1P1	15	69041840	69043030
ANP32A	15	69070874	69113236
MIR4312	15	69094189	69094264
SPESP1	15	69110560	69239150
NOX5	15	69222864	69355083
EWSAT1	15	69365266	69388160
GLCE	15	69452923	69564556
PAQR5-DT	15	69570667	69591097
PAQR5	15	69591286	69700119
KIF23	15	69706585	69740764
RPLP1	15	69745123	69748255
DRAIC	15	69755365	69863775
GEMIN8P1	15	70095655	70096385
TLE3	15	70340129	70390515
MIR629	15	70371711	70371807
RNU6-745P	15	70485575	70485683
LINC02205	15	70796246	70798267
UACA	15	70946893	71055932
RPL29P30	15	71088936	71095027
LARP6	15	71123863	71146498
LRRC49	15	71145578	71342414
KRT8P9	15	71151053	71152501
THAP10	15	71173681	71185124
RPL5P3	15	71355440	71356328
THSD4	15	71389291	72075722
CT62	15	71402583	71407833
THSD4-AS1	15	71439989	71481381
HMGB1P6	15	71457109	71457754
NR2E3	15	72084977	72110600
MYO9A	15	72114632	72410918
RNA5SP399	15	72150911	72151027
EIF5A2P1	15	72333535	72333994
RNU2-65P	15	72337524	72337708
SENP8	15	72406599	72433311
GRAMD2A	15	72452148	72490126
PKM	15	72491370	72524164
PARP6	15	72533522	72565340
CELF6	15	72577068	72612470
HEXA	15	72635775	72668817
HEXA-AS1	15	72668454	72671129
RPL12P35	15	72671556	72672051
TMEM202	15	72690614	72700370
TMEM202-AS1	15	72700119	72767509
PHBP20	15	72742998	72743815
ARIH1	15	72766667	72879692
MIR630	15	72879558	72879654
LINC02259	15	72900828	72929260
GOLGA6B	15	72947079	72958735
RN7SL853P	15	72956896	72957171
HIGD2B	15	72968124	72978490
BBS4	15	72978527	73030817
ADPGK	15	73043710	73078187
ADPGK-AS1	15	73075176	73090540
NPM1P42	15	73191740	73192601
NEO1	15	73344051	73597547
FKBP1AP2	15	73435577	73435859
NPM1P43	15	73454120	73455269
HCN4	15	73612200	73661605
REC114	15	73735499	73852355
MRPS15P1	15	73775537	73776284
NPTN	15	73852355	73926475
CD276	15	73976307	74006859
INSYN1	15	74032141	74045088
INSYN1-AS1	15	74060555	74061978
TBC1D21	15	74165949	74181555
LOXL1-AS1	15	74200424	74220589
LOXL1	15	74218330	74244478
STOML1	15	74275547	74286963
PML	15	74287014	74340153
DNM1P33	15	74355121	74356126
GOLGA6A	15	74362198	74374891
RN7SL429P	15	74364764	74365039
COMMD4P2	15	74387926	74390758
ISLR2	15	74392652	74430881
ISLR	15	74466012	74469213
STRA6	15	74471807	74504608
CCDC33	15	74509613	74628813
CYP11A1	15	74630100	74660081
PPIAP46	15	74643109	74656961
SEMA7A	15	74701630	74726808
UBL7	15	74738318	74753523
UBL7-DT	15	74753606	74773643
ARID3B	15	74833518	74890472
CLK3	15	74890841	74932057
EDC3	15	74922899	74988633
CYP1A1	15	75011883	75017951
CYP1A2	15	75041185	75048543
